"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 27, 2018","40.00","41.60","43.00","39.60","329.47K","-5.21%"
"Mar 26, 2018","42.20","40.80","42.40","39.20","380.25K","5.50%"
"Mar 23, 2018","40.00","40.40","41.40","40.00","257.44K","-0.99%"
"Mar 22, 2018","40.40","41.60","42.40","40.20","283.10K","-4.72%"
"Mar 21, 2018","42.40","42.60","42.60","41.00","225.58K","-0.47%"
"Mar 20, 2018","42.60","41.40","43.40","41.40","224.51K","1.91%"
"Mar 19, 2018","41.80","41.40","42.00","40.60","435.26K","-3.24%"
"Mar 16, 2018","43.20","41.20","44.80","41.20","1.24M","4.85%"
"Mar 15, 2018","41.20","41.00","41.80","37.60","377.16K","-1.44%"
"Mar 14, 2018","41.80","43.00","43.60","41.60","287.65K","-2.79%"
"Mar 13, 2018","43.00","43.60","45.00","42.40","301.02K","0.00%"
"Mar 12, 2018","43.00","41.20","43.20","41.20","264.64K","4.37%"
"Mar 09, 2018","41.20","41.00","41.80","40.80","231.57K","0.98%"
"Mar 08, 2018","40.80","40.80","41.40","40.00","251.46K","1.49%"
"Mar 07, 2018","40.20","39.40","41.00","39.20","301.93K","0.00%"
"Mar 06, 2018","40.20","42.00","42.62","39.40","425.91K","-3.37%"
"Mar 05, 2018","41.60","42.20","44.00","40.60","416.19K","-2.80%"
"Mar 02, 2018","42.80","44.60","45.00","41.20","869.59K","-5.73%"
"Mar 01, 2018","45.40","54.30","55.00","45.00","1.86M","4.61%"
"Feb 28, 2018","43.40","45.00","46.00","36.40","755.23K","-3.56%"
"Feb 27, 2018","45.00","46.60","46.60","44.40","385.94K","-4.26%"
"Feb 26, 2018","47.00","47.20","48.80","46.40","339.99K","0.86%"
"Feb 23, 2018","46.60","47.60","48.40","44.40","476.93K","-2.51%"
"Feb 22, 2018","47.80","47.40","48.20","46.00","364.07K","0.84%"
"Feb 21, 2018","47.40","49.20","49.80","46.40","490.65K","-2.07%"
"Feb 20, 2018","48.40","49.60","52.00","47.80","902.73K","3.42%"
"Feb 16, 2018","46.80","45.40","50.40","44.00","1.56M","8.33%"
"Feb 15, 2018","43.20","41.20","44.38","40.20","459.93K","6.40%"
"Feb 14, 2018","40.60","39.60","40.80","39.20","183.05K","2.01%"
"Feb 13, 2018","39.80","40.00","40.20","39.00","165.01K","-1.00%"
"Feb 12, 2018","40.20","39.80","41.00","38.40","240.06K","1.52%"
"Feb 09, 2018","39.60","40.60","41.00","37.00","550.54K","-1.00%"
"Feb 08, 2018","40.00","42.00","42.80","40.00","442.28K","-4.31%"
"Feb 07, 2018","41.80","41.40","42.00","39.80","344.78K","0.48%"
"Feb 06, 2018","41.60","36.20","42.00","35.80","695.93K","10.64%"
"Feb 05, 2018","37.60","39.40","40.60","36.60","476.50K","-6.00%"
"Feb 02, 2018","40.00","41.00","41.40","38.20","428.19K","-1.48%"
"Feb 01, 2018","40.60","40.00","41.60","40.00","256.04K","0.50%"
"Jan 31, 2018","40.40","41.60","42.00","40.00","418.59K","-1.46%"
"Jan 30, 2018","41.00","42.00","42.40","40.60","366.09K","-4.21%"
"Jan 29, 2018","42.80","42.00","43.80","41.80","305.02K","2.39%"
"Jan 26, 2018","41.80","42.60","42.60","41.20","311.51K","-1.88%"
"Jan 25, 2018","42.60","44.80","45.00","42.00","452.35K","-3.18%"
"Jan 24, 2018","44.00","45.60","46.20","39.40","947.80K","-1.35%"
"Jan 23, 2018","44.60","44.20","46.40","42.40","958.15K","4.21%"
"Jan 22, 2018","42.80","39.80","44.20","39.80","1.25M","8.63%"
"Jan 19, 2018","39.40","38.00","40.00","37.40","705.19K","8.24%"
"Jan 18, 2018","36.40","35.00","37.60","34.22","528.35K","5.20%"
"Jan 17, 2018","34.60","34.80","35.00","33.00","556.63K","4.85%"
"Jan 16, 2018","33.00","33.60","34.60","32.80","542.27K","2.48%"
"Jan 12, 2018","32.20","38.80","38.80","32.00","1.58M","-18.69%"
"Jan 11, 2018","39.60","39.00","42.60","37.90","2.04M","-6.60%"
"Jan 10, 2018","42.40","27.00","42.80","26.00","4.35M","59.40%"
"Jan 09, 2018","26.60","27.00","27.40","26.20","163.13K","-1.48%"
"Jan 08, 2018","27.00","26.00","27.20","25.30","309.46K","4.65%"
"Jan 05, 2018","25.80","27.40","27.60","25.60","178.01K","-2.27%"
"Jan 04, 2018","26.40","27.60","27.80","26.20","157.74K","-2.22%"
"Jan 03, 2018","27.00","25.80","27.80","25.60","342.93K","3.85%"
"Jan 02, 2018","26.00","24.60","26.00","24.20","232.28K","4.84%"
"Dec 29, 2017","24.80","26.00","26.20","24.60","235.76K","-4.62%"
"Dec 28, 2017","26.00","25.00","26.00","24.80","195.60K","3.17%"
"Dec 27, 2017","25.20","24.00","25.20","24.00","185.19K","5.88%"
"Dec 26, 2017","23.80","23.20","24.40","22.80","194.22K","2.59%"
"Dec 22, 2017","23.20","23.00","23.40","22.30","221.22K","0.87%"
"Dec 21, 2017","23.00","22.60","23.40","22.00","323.60K","2.68%"
"Dec 20, 2017","22.40","22.40","23.50","21.00","720.09K","2.75%"
"Dec 19, 2017","21.80","25.20","25.80","21.06","1.40M","-26.85%"
"Dec 18, 2017","29.80","28.20","30.00","27.60","451.40K","7.97%"
"Dec 15, 2017","27.60","26.60","28.40","26.00","979.01K","3.76%"
"Dec 14, 2017","26.60","26.60","27.00","26.00","235.40K","0.76%"
"Dec 13, 2017","26.40","26.20","26.60","25.00","307.11K","0.76%"
"Dec 12, 2017","26.20","27.80","28.00","26.20","231.25K","-5.07%"
"Dec 11, 2017","27.60","28.80","29.60","27.20","278.50K","-3.50%"
"Dec 08, 2017","28.60","28.20","29.00","28.00","133.04K","1.42%"
"Dec 07, 2017","28.20","28.20","28.80","27.60","151.16K","-0.70%"
"Dec 06, 2017","28.40","29.20","29.40","28.00","207.54K","-2.74%"
"Dec 05, 2017","29.20","28.40","29.80","28.40","210.21K","2.10%"
"Dec 04, 2017","28.60","29.20","30.20","28.40","251.31K","0.00%"
"Dec 01, 2017","28.60","27.20","29.60","27.20","327.75K","5.15%"
"Nov 30, 2017","27.20","26.60","27.60","26.40","142.48K","1.49%"
"Nov 29, 2017","26.80","26.00","27.00","25.40","233.74K","-1.11%"
"Nov 28, 2017","27.10","28.60","29.00","26.20","322.66K","-3.90%"
"Nov 27, 2017","28.20","31.00","31.60","27.00","508.58K","-8.44%"
"Nov 24, 2017","30.80","30.60","32.80","30.20","376.52K","3.36%"
"Nov 22, 2017","29.80","28.60","30.00","27.80","298.98K","5.67%"
